s,sLabel
http://www.wikidata.org/entity/Q4536323,Yakov Yadov
http://www.wikidata.org/entity/Q4455826,Tovmas Terzian
http://www.wikidata.org/entity/Q4764432,Ania Walwicz
http://www.wikidata.org/entity/Q4529066,Vladimir Shchiglev
http://www.wikidata.org/entity/Q4459580,Irina Tokmakova
http://www.wikidata.org/entity/Q4783946,Aram Saroyan
http://www.wikidata.org/entity/Q4907165,Bijan Mofid
http://www.wikidata.org/entity/Q4757104,Andrew Glaze
http://www.wikidata.org/entity/Q4850893,Balijepalli Lakshmikantham
http://www.wikidata.org/entity/Q4877542,Beaumont Brenan
http://www.wikidata.org/entity/Q4912950,Billy Marshall Stoneking
http://www.wikidata.org/entity/Q11653783,Q11653783
http://www.wikidata.org/entity/Q11665946,Q11665946
http://www.wikidata.org/entity/Q11683862,Q11683862
http://www.wikidata.org/entity/Q12017541,Q12017541
http://www.wikidata.org/entity/Q12017631,Q12017631
http://www.wikidata.org/entity/Q12026086,Q12026086
http://www.wikidata.org/entity/Q12082209,Q12082209
http://www.wikidata.org/entity/Q12083573,Q12083573
http://www.wikidata.org/entity/Q12083694,Q12083694
http://www.wikidata.org/entity/Q12087898,Q12087898
http://www.wikidata.org/entity/Q12097818,Q12097818
http://www.wikidata.org/entity/Q12107790,Q12107790
http://www.wikidata.org/entity/Q12112370,Q12112370
http://www.wikidata.org/entity/Q12151771,Q12151771
http://www.wikidata.org/entity/Q12170300,Q12170300
http://www.wikidata.org/entity/Q12252362,Q12252362
http://www.wikidata.org/entity/Q12263202,Q12263202
http://www.wikidata.org/entity/Q12280550,Q12280550
http://www.wikidata.org/entity/Q12285022,Q12285022
http://www.wikidata.org/entity/Q12290753,Q12290753
http://www.wikidata.org/entity/Q12291921,Q12291921
http://www.wikidata.org/entity/Q12293932,Q12293932
http://www.wikidata.org/entity/Q12296678,Q12296678
http://www.wikidata.org/entity/Q12352023,Q12352023
http://www.wikidata.org/entity/Q12361099,Q12361099
http://www.wikidata.org/entity/Q12410193,Q12410193
http://www.wikidata.org/entity/Q12631626,Q12631626
http://www.wikidata.org/entity/Q11778539,Michal Silorád Patrčka
http://www.wikidata.org/entity/Q11901668,Vincenc Furch
http://www.wikidata.org/entity/Q11992296,Vítězslav Gardavský
http://www.wikidata.org/entity/Q12266639,Robustiana Mujika Egaña
http://www.wikidata.org/entity/Q11685502,Josep Cañas i Cañas
http://www.wikidata.org/entity/Q11686437,Antoni Marianowicz
http://www.wikidata.org/entity/Q12028367,Karel Leger
http://www.wikidata.org/entity/Q12055968,Stanislav Lom
http://www.wikidata.org/entity/Q12079109,Simone Arnaud
http://www.wikidata.org/entity/Q12023328,Jan Červenka
http://www.wikidata.org/entity/Q12042436,Oldřich Seykora
http://www.wikidata.org/entity/Q12365486,Juhan Kunder
http://www.wikidata.org/entity/Q12026325,Josef Lacina
http://www.wikidata.org/entity/Q12026992,Jozef Horák
http://www.wikidata.org/entity/Q12059224,Tomáš Janovic
http://www.wikidata.org/entity/Q11686137,José Peón Contreras
http://www.wikidata.org/entity/Q11935081,Marc Artigau i Queralt
http://www.wikidata.org/entity/Q12627256,Arturo Givovich
http://www.wikidata.org/entity/Q11686234,José de Castro y Orozco
http://www.wikidata.org/entity/Q11729792,Ján Andraščik
http://www.wikidata.org/entity/Q11928763,Josep Maria Tous i Maroto
http://www.wikidata.org/entity/Q11985417,Václav Bárta
http://www.wikidata.org/entity/Q12024150,Jaroslav Čejka
http://www.wikidata.org/entity/Q12025318,Jiří Kárnet
http://www.wikidata.org/entity/Q12257820,Felix Markiegi
http://www.wikidata.org/entity/Q12725490,Constantin D. Aricescu
http://www.wikidata.org/entity/Q11936571,Meritxell Cucurella-Jorba
http://www.wikidata.org/entity/Q12245061,Mamdouh Adwan
http://www.wikidata.org/entity/Q12392662,Manuel Amor Meilán
http://www.wikidata.org/entity/Q11682262,Guillem Colom i Ferrà
http://www.wikidata.org/entity/Q11685099,Joaquín Lorenzo Luaces
http://www.wikidata.org/entity/Q11919302,Enrique Durán y Tortajada
http://www.wikidata.org/entity/Q11947967,Sebastià Gelabert Riera
http://www.wikidata.org/entity/Q11984865,Achille Eyraud
http://www.wikidata.org/entity/Q12017875,Fráňa Velkoborský
http://www.wikidata.org/entity/Q12028117,Karel Babánek
http://www.wikidata.org/entity/Q12034138,Luboš Zelený
http://www.wikidata.org/entity/Q12044976,Petr Motýl
http://www.wikidata.org/entity/Q12327765,Morti Vizki
http://www.wikidata.org/entity/Q11657757,Masahiko Abe
http://www.wikidata.org/entity/Q11653699,Mariko Hasegawa
http://www.wikidata.org/entity/Q12028556,Karel Texel
http://www.wikidata.org/entity/Q11729548,Kosach Yuriy
http://www.wikidata.org/entity/Q11815841,Peter Bohinjec
http://www.wikidata.org/entity/Q11775007,Karel Driml
http://www.wikidata.org/entity/Q12025758,Johann Carl Hickel
http://www.wikidata.org/entity/Q12050263,Rudolf Sloboda
http://www.wikidata.org/entity/Q11941063,Pere Talrich
http://www.wikidata.org/entity/Q12276833,Georgios Vafopoulos
http://www.wikidata.org/entity/Q12082787,Valentin Bichko
http://www.wikidata.org/entity/Q12344972,Anatol Vjarcinski
http://www.wikidata.org/entity/Q11671918,Shin Takase
http://www.wikidata.org/entity/Q11771763,Maurycy Dzieduszycki
http://www.wikidata.org/entity/Q12118664,Hryhor Luzhnytsʹkyi
http://www.wikidata.org/entity/Q11675139,Shin Torigoe
http://www.wikidata.org/entity/Q12295856,Srbo Ivanovski
http://www.wikidata.org/entity/Q12050136,Rudolf Dilong
http://www.wikidata.org/entity/Q11673090,Toshimi Takano
http://www.wikidata.org/entity/Q11657719,Midoriko Abe
http://www.wikidata.org/entity/Q12280832,Ivan Grouev
http://www.wikidata.org/entity/Q12282948,Kina Kadreva
http://www.wikidata.org/entity/Q12324261,Lene Henningsen
http://www.wikidata.org/entity/Q12267778,Sylviane Dupuis
http://www.wikidata.org/entity/Q12410952,Kadish Silman
http://www.wikidata.org/entity/Q12140219,Kseniya Petrova
http://www.wikidata.org/entity/Q12037980,Miroslav Rutte
http://www.wikidata.org/entity/Q12356562,Vinko Bitenc
http://www.wikidata.org/entity/Q12169724,Tetyana Cherep-Perohanych
http://www.wikidata.org/entity/Q12727147,Dumitru Crudu
http://www.wikidata.org/entity/Q12652272,Danielius Butvilas
http://www.wikidata.org/entity/Q12473615,Bakdi Soemanto
http://www.wikidata.org/entity/Q12720651,Andrei Burac
http://www.wikidata.org/entity/Q12727244,Dutz Schuster
http://www.wikidata.org/entity/Q16272870,Q16272870
http://www.wikidata.org/entity/Q16327060,Q16327060
http://www.wikidata.org/entity/Q16371382,Q16371382
http://www.wikidata.org/entity/Q16376056,Q16376056
http://www.wikidata.org/entity/Q16381660,Q16381660
http://www.wikidata.org/entity/Q16393674,Q16393674
http://www.wikidata.org/entity/Q16400307,Q16400307
http://www.wikidata.org/entity/Q16400525,Q16400525
http://www.wikidata.org/entity/Q16403361,Q16403361
http://www.wikidata.org/entity/Q16453672,Q16453672
http://www.wikidata.org/entity/Q16635518,Q16635518
http://www.wikidata.org/entity/Q16678769,Q16678769
http://www.wikidata.org/entity/Q16741010,Q16741010
http://www.wikidata.org/entity/Q16769771,Q16769771
http://www.wikidata.org/entity/Q16864581,Q16864581
http://www.wikidata.org/entity/Q16917730,Q16917730
http://www.wikidata.org/entity/Q16944803,Q16944803
http://www.wikidata.org/entity/Q17043331,Q17043331
http://www.wikidata.org/entity/Q17043611,Q17043611
http://www.wikidata.org/entity/Q17043633,Q17043633
http://www.wikidata.org/entity/Q17047428,Q17047428
http://www.wikidata.org/entity/Q17129106,Q17129106
http://www.wikidata.org/entity/Q17154741,Q17154741
http://www.wikidata.org/entity/Q17193370,Q17193370
http://www.wikidata.org/entity/Q17349590,Q17349590
http://www.wikidata.org/entity/Q17350867,Q17350867
http://www.wikidata.org/entity/Q17351049,Q17351049
http://www.wikidata.org/entity/Q17412973,Q17412973
http://www.wikidata.org/entity/Q17423417,Q17423417
http://www.wikidata.org/entity/Q18120800,Q18120800
http://www.wikidata.org/entity/Q18175699,Q18175699
http://www.wikidata.org/entity/Q18197572,Q18197572
http://www.wikidata.org/entity/Q17489308,Eugène Villemin de Montagnon
http://www.wikidata.org/entity/Q16493078,Feliciana Enríquez de Guzmán
http://www.wikidata.org/entity/Q16744942,José Corrales
http://www.wikidata.org/entity/Q17266528,Fernanda García Lao
http://www.wikidata.org/entity/Q17708975,Antony Béraud
http://www.wikidata.org/entity/Q16267055,Issa Samb
http://www.wikidata.org/entity/Q16625844,Rodolfo Braceli
http://www.wikidata.org/entity/Q18114925,Jacques de Fonteny
http://www.wikidata.org/entity/Q17150957,Suman Pokhrel
http://www.wikidata.org/entity/Q17277800,Jean-Victor Pellerin
http://www.wikidata.org/entity/Q17402451,Mateja Bizjak Petit
http://www.wikidata.org/entity/Q16494001,Manuel Belgrano Cabral
http://www.wikidata.org/entity/Q16625370,Ricardo Peña Barrenechea
http://www.wikidata.org/entity/Q17044848,Miquel López Crespí
http://www.wikidata.org/entity/Q17400032,Léon Gandillot
http://www.wikidata.org/entity/Q17428154,Geeraard Jan Dodd
http://www.wikidata.org/entity/Q18115325,Jules Lacroix
http://www.wikidata.org/entity/Q18197531,Louis Dépret
http://www.wikidata.org/entity/Q18197609,Joseph Guyot
http://www.wikidata.org/entity/Q16494695,Tulio Manuel Cestero
http://www.wikidata.org/entity/Q16629544,Vaqif Sämädoğlu
http://www.wikidata.org/entity/Q17341057,Benedetto Giovanelli
http://www.wikidata.org/entity/Q16946009,Ramon Suriñach i Senties
http://www.wikidata.org/entity/Q18197786,Théodore César Muret
http://www.wikidata.org/entity/Q16497918,Bernarda de Lacerda
http://www.wikidata.org/entity/Q16557398,Francesco Sbarra
http://www.wikidata.org/entity/Q16440042,Nathalie Ronvaux
http://www.wikidata.org/entity/Q16545321,Cosimo Giorgeri Contri
http://www.wikidata.org/entity/Q16644795,Dmitry Artis
http://www.wikidata.org/entity/Q17133482,Bulat Rafikov
http://www.wikidata.org/entity/Q16373554,Nino Sadgobelashvili
http://www.wikidata.org/entity/Q17121883,Charles d’Ollone
http://www.wikidata.org/entity/Q16400491,Vardan Hakobyan
http://www.wikidata.org/entity/Q16369177,Victor Gabeskiria
http://www.wikidata.org/entity/Q16266488,Michel Viala
http://www.wikidata.org/entity/Q16406636,Andra Teede
http://www.wikidata.org/entity/Q16947548,Gustave Lemoine
http://www.wikidata.org/entity/Q16371420,Arshavir Darbni
http://www.wikidata.org/entity/Q16710230,Rasima Uraksina
http://www.wikidata.org/entity/Q16404918,Otto Grossschmidt
http://www.wikidata.org/entity/Q16342660,BHOGARAJU NARAYANAMURTHI
http://www.wikidata.org/entity/Q16715164,Paul Savchuk
http://www.wikidata.org/entity/Q16968962,Severiano Cardoso
http://www.wikidata.org/entity/Q16582078,Nevio Spadoni
http://www.wikidata.org/entity/Q16945608,Marc Amanieux
http://www.wikidata.org/entity/Q17361514,Toshi Miyazaki
http://www.wikidata.org/entity/Q17341069,Domenico Balbi
http://www.wikidata.org/entity/Q16697821,Dimitar Hristov
http://www.wikidata.org/entity/Q16656278,Burebay Iskuzhin
http://www.wikidata.org/entity/Q16942980,Simon Dary
http://www.wikidata.org/entity/Q17350014,Rudolf Golouh
http://www.wikidata.org/entity/Q17350116,Edmond Roche
http://www.wikidata.org/entity/Q16744926,Bate Besong
http://www.wikidata.org/entity/Q17355025,Sarah Gardner
http://www.wikidata.org/entity/Q17350627,Alojz Kraigher
http://www.wikidata.org/entity/Q17351096,Ljudmila Poljanec
http://www.wikidata.org/entity/Q17518780,Warren Dibble
http://www.wikidata.org/entity/Q17015517,Nathanael Richards
http://www.wikidata.org/entity/Q17038136,Auguste Lustig
http://www.wikidata.org/entity/Q17338426,Sitanshu Yashaschandra
http://www.wikidata.org/entity/Q17276085,Claude Couturier
http://www.wikidata.org/entity/Q18115620,Mathias Morhardt
http://www.wikidata.org/entity/Q18197570,Ernest Grenet-Dancourt
http://www.wikidata.org/entity/Q17612365,Guo Dongli
http://www.wikidata.org/entity/Q17634904,Mathurin-Joseph Brisset
http://www.wikidata.org/entity/Q18197792,Alphonse Salin
http://www.wikidata.org/entity/Q18191966,Maklouf Nadjar
http://www.wikidata.org/entity/Q18012197,Paul Delair
http://www.wikidata.org/entity/Q7049947,Q7049947
http://www.wikidata.org/entity/Q7168155,Q7168155
http://www.wikidata.org/entity/Q7243658,Q7243658
http://www.wikidata.org/entity/Q7360725,Q7360725
http://www.wikidata.org/entity/Q7377282,Q7377282
http://www.wikidata.org/entity/Q7428209,Q7428209
http://www.wikidata.org/entity/Q7497301,Q7497301
http://www.wikidata.org/entity/Q7820867,Q7820867
http://www.wikidata.org/entity/Q7906026,Q7906026
http://www.wikidata.org/entity/Q7363461,Ron Allen
http://www.wikidata.org/entity/Q7919029,Velina Hasu Houston
http://www.wikidata.org/entity/Q7932115,Vincent Woods
http://www.wikidata.org/entity/Q8009615,William Gager
http://www.wikidata.org/entity/Q8074605,Zou Jingzhi
http://www.wikidata.org/entity/Q8188119,Adelina Lopes Vieira
http://www.wikidata.org/entity/Q9162023,Q9162023
http://www.wikidata.org/entity/Q9179766,Q9179766
http://www.wikidata.org/entity/Q9339311,Q9339311
http://www.wikidata.org/entity/Q9373982,Q9373982
http://www.wikidata.org/entity/Q9343096,Stanisław Srokowski
http://www.wikidata.org/entity/Q10307454,Q10307454
http://www.wikidata.org/entity/Q10321285,Q10321285
http://www.wikidata.org/entity/Q10346559,Q10346559
http://www.wikidata.org/entity/Q10978014,Q10978014
http://www.wikidata.org/entity/Q11021429,Q11021429
http://www.wikidata.org/entity/Q11042193,Q11042193
http://www.wikidata.org/entity/Q10313409,Júlio César da Silva
http://www.wikidata.org/entity/Q10779445,Alois Gallat
http://www.wikidata.org/entity/Q6962214,Nan Knighton
http://www.wikidata.org/entity/Q11217870,Bohumil Adámek
http://www.wikidata.org/entity/Q6832150,Michael Lederer
http://www.wikidata.org/entity/Q7367062,Rosa Jamali
http://www.wikidata.org/entity/Q7499192,Shiv K. Kumar
http://www.wikidata.org/entity/Q7970873,Warsame Shire Awale
http://www.wikidata.org/entity/Q10914484,Pieter Corneliszoon Hooft
http://www.wikidata.org/entity/Q10296478,Javad Mojabi
http://www.wikidata.org/entity/Q10986715,Tripuraneni Ramaswamy
http://www.wikidata.org/entity/Q6939383,Murray Mednick
http://www.wikidata.org/entity/Q7123905,Padraic Fallon
http://www.wikidata.org/entity/Q7340461,Rob Penny
http://www.wikidata.org/entity/Q7348771,Robert Patrick
http://www.wikidata.org/entity/Q7561913,Sonja Skarstedt
http://www.wikidata.org/entity/Q7612238,Steve Colman
http://www.wikidata.org/entity/Q11081098,Eva Vrchlická
http://www.wikidata.org/entity/Q7114631,Owen Sheers
http://www.wikidata.org/entity/Q7129165,Pamela Hansford Johnson
http://www.wikidata.org/entity/Q8025407,Winifred Mary Letts
http://www.wikidata.org/entity/Q8194051,Alejandro Flores Pinaud
http://www.wikidata.org/entity/Q10281427,Fernando Mansé
http://www.wikidata.org/entity/Q10418211,Dolors Monserdà i Vidal
http://www.wikidata.org/entity/Q6874881,Mirza Kalich Beg
http://www.wikidata.org/entity/Q7087202,Olive Tilford Dargan
http://www.wikidata.org/entity/Q7932612,Vinko Möderndorfer
http://www.wikidata.org/entity/Q8010931,William Harris Lloyd Roberts
http://www.wikidata.org/entity/Q11257480,Hans Lynge
http://www.wikidata.org/entity/Q6844987,Miha Remec
http://www.wikidata.org/entity/Q6913945,Morris Winchevsky
http://www.wikidata.org/entity/Q6960024,Najm Hosain Syed
http://www.wikidata.org/entity/Q7088105,Olivia Ward Bush
http://www.wikidata.org/entity/Q7145807,Patricia Rinehart
http://www.wikidata.org/entity/Q8248572,Blai Bonet
http://www.wikidata.org/entity/Q9015569,Juan Gonzalo Rose
http://www.wikidata.org/entity/Q10320019,Lourival Açucena
http://www.wikidata.org/entity/Q6892497,Mohammad Tolouei
http://www.wikidata.org/entity/Q6960751,Pavel Golia
http://www.wikidata.org/entity/Q7145498,Patricia Burke Brogan
http://www.wikidata.org/entity/Q8193575,Alberto Pelairea
http://www.wikidata.org/entity/Q6836874,Michelene Wandor
http://www.wikidata.org/entity/Q7462345,Shahyar Ghanbari
http://www.wikidata.org/entity/Q7606311,Stefan Tsanev
http://www.wikidata.org/entity/Q6956727,Nabagopal Mitra
http://www.wikidata.org/entity/Q7268127,Qorpo-Santo
http://www.wikidata.org/entity/Q7490771,Shaukat Thanvi
http://www.wikidata.org/entity/Q7181723,Phil Bowen
http://www.wikidata.org/entity/Q6982056,Navalram Pandya
http://www.wikidata.org/entity/Q7410963,Samuel Boyce
http://www.wikidata.org/entity/Q7562856,Sophia Burrell
http://www.wikidata.org/entity/Q7606521,Stefanos Tassopoulos
http://www.wikidata.org/entity/Q7129220,Pamela Mordecai
http://www.wikidata.org/entity/Q6897649,Mona Brand
http://www.wikidata.org/entity/Q6936811,Munnu Bhai
http://www.wikidata.org/entity/Q7162584,Penelope Shuttle
http://www.wikidata.org/entity/Q7855909,Turner Cassity
http://www.wikidata.org/entity/Q6970636,Leib Malach
http://www.wikidata.org/entity/Q7180639,Phanuel Bacon
http://www.wikidata.org/entity/Q7155972,Pavlos Valdaseridis
http://www.wikidata.org/entity/Q7647914,Susan Hahn
http://www.wikidata.org/entity/Q7343401,Robert Daseler
http://www.wikidata.org/entity/Q7365221,Ronald Ribman
http://www.wikidata.org/entity/Q7920801,Vera Manuel
http://www.wikidata.org/entity/Q7659520,Sybil Kein
http://www.wikidata.org/entity/Q7816671,Tom MacIntyre
http://www.wikidata.org/entity/Q7901815,Useni Eugene Perkins
http://www.wikidata.org/entity/Q9176105,Bohdan Drozdowski
http://www.wikidata.org/entity/Q9792999,Rudolf Fabry
http://www.wikidata.org/entity/Q9267269,George Mihail Zamfirescu
http://www.wikidata.org/entity/Q10922985,Tang Ying
http://www.wikidata.org/entity/Q11094213,Zhu Youdun
http://www.wikidata.org/entity/Q10320343,Lucien Farnoux-Reynaud
http://www.wikidata.org/entity/Q11189161,Aki Inose
http://www.wikidata.org/entity/Q6101335,Q6101335
http://www.wikidata.org/entity/Q6101680,Q6101680
http://www.wikidata.org/entity/Q6298461,Q6298461
http://www.wikidata.org/entity/Q6409671,Q6409671
http://www.wikidata.org/entity/Q6482787,Q6482787
http://www.wikidata.org/entity/Q6505598,Q6505598
http://www.wikidata.org/entity/Q6522408,Q6522408
http://www.wikidata.org/entity/Q6529991,Q6529991
http://www.wikidata.org/entity/Q6543000,Q6543000
http://www.wikidata.org/entity/Q6258270,John Smith
http://www.wikidata.org/entity/Q6562612,Q6562612
http://www.wikidata.org/entity/Q6663878,Q6663878
http://www.wikidata.org/entity/Q6750429,Q6750429
http://www.wikidata.org/entity/Q6778519,Q6778519
http://www.wikidata.org/entity/Q6779078,Q6779078
http://www.wikidata.org/entity/Q6783388,Q6783388
http://www.wikidata.org/entity/Q6227903,John Cunningham
http://www.wikidata.org/entity/Q6142827,James Schevill
http://www.wikidata.org/entity/Q6178223,Jennifer Compton
http://www.wikidata.org/entity/Q6112420,Rosario Troncoso
http://www.wikidata.org/entity/Q6119315,Jacob Steinberg
http://www.wikidata.org/entity/Q6151235,Jane Cavendish
http://www.wikidata.org/entity/Q6292551,José Jacinto Milanés
http://www.wikidata.org/entity/Q6300423,Manuel de León Marchante
http://www.wikidata.org/entity/Q6721417,Mabel Burkholder
http://www.wikidata.org/entity/Q6777761,Martín Andrade
http://www.wikidata.org/entity/Q6097057,Rafael Bernal
http://www.wikidata.org/entity/Q6154308,Janice Moore Fuller
http://www.wikidata.org/entity/Q6176285,Jeffrey Skinner
http://www.wikidata.org/entity/Q6178730,Jennifer Rankin
http://www.wikidata.org/entity/Q6531123,Leslie Scalapino
http://www.wikidata.org/entity/Q6687902,Louis O. Coxe
http://www.wikidata.org/entity/Q6167365,Jay Wright
http://www.wikidata.org/entity/Q6099848,Ramón Molina Navarrete
http://www.wikidata.org/entity/Q6131259,James Charlton
http://www.wikidata.org/entity/Q6538314,Vasyl Panasovych Gogol-Yanovsky
http://www.wikidata.org/entity/Q6752655,Manuel José Othón
http://www.wikidata.org/entity/Q6161242,Vicente Mojica
http://www.wikidata.org/entity/Q6752678,Manuel Lassala
http://www.wikidata.org/entity/Q6760104,Margaretta Faugères
http://www.wikidata.org/entity/Q6760894,Mari Evans
http://www.wikidata.org/entity/Q6343174,Ka Vang
http://www.wikidata.org/entity/Q6751812,Mansoor Afaq
http://www.wikidata.org/entity/Q6172933,Álvaro Tato
http://www.wikidata.org/entity/Q6293370,José María Álvarez de Sotomayor
http://www.wikidata.org/entity/Q6792669,Maureen Duffy
http://www.wikidata.org/entity/Q6097051,Rafael Bento y Travieso
http://www.wikidata.org/entity/Q6169722,Yamandú Rodríguez
http://www.wikidata.org/entity/Q6179186,Jenny Boult
http://www.wikidata.org/entity/Q6301394,Juan del Valle y Caviedes
http://www.wikidata.org/entity/Q6094930,Tahsin Nahit
http://www.wikidata.org/entity/Q6191566,Jiang Shiquan
http://www.wikidata.org/entity/Q6099204,Ivo Svetina
http://www.wikidata.org/entity/Q6297802,Theodor Illek
http://www.wikidata.org/entity/Q6152955,Jane Wiseman
http://www.wikidata.org/entity/Q6209252,Joe Corrie
http://www.wikidata.org/entity/Q6226263,John Clavell
http://www.wikidata.org/entity/Q6170863,Jean Hyacinthe Galoppe d'Onquaire
http://www.wikidata.org/entity/Q6305539,Jukka Vieno
http://www.wikidata.org/entity/Q6724771,Macnamara Morgan
http://www.wikidata.org/entity/Q6762750,Marie Aspioti
http://www.wikidata.org/entity/Q6781088,Maryam Sullivan
http://www.wikidata.org/entity/Q6437178,Kris Haddow
http://www.wikidata.org/entity/Q6780950,Mary Whateley
http://www.wikidata.org/entity/Q12745182,Q12745182
http://www.wikidata.org/entity/Q12784618,Q12784618
http://www.wikidata.org/entity/Q12787495,Q12787495
http://www.wikidata.org/entity/Q12788873,Q12788873
http://www.wikidata.org/entity/Q12789009,Q12789009
http://www.wikidata.org/entity/Q12789018,Q12789018
http://www.wikidata.org/entity/Q12789414,Q12789414
http://www.wikidata.org/entity/Q12789413,Q12789413
http://www.wikidata.org/entity/Q12791738,Q12791738
http://www.wikidata.org/entity/Q12791965,Q12791965
http://www.wikidata.org/entity/Q12792151,Q12792151
http://www.wikidata.org/entity/Q12795539,Q12795539
http://www.wikidata.org/entity/Q12796159,Q12796159
http://www.wikidata.org/entity/Q12800361,Q12800361
http://www.wikidata.org/entity/Q12806796,Q12806796
http://www.wikidata.org/entity/Q12807650,Q12807650
http://www.wikidata.org/entity/Q12841181,Q12841181
http://www.wikidata.org/entity/Q12882527,Q12882527
http://www.wikidata.org/entity/Q13028294,Q13028294
http://www.wikidata.org/entity/Q13028930,Q13028930
http://www.wikidata.org/entity/Q13028950,Q13028950
http://www.wikidata.org/entity/Q13031239,Q13031239
http://www.wikidata.org/entity/Q13031307,Q13031307
http://www.wikidata.org/entity/Q13031370,Q13031370
http://www.wikidata.org/entity/Q13031393,Q13031393
http://www.wikidata.org/entity/Q13031652,Q13031652
http://www.wikidata.org/entity/Q13033013,Q13033013
http://www.wikidata.org/entity/Q13033640,Q13033640
http://www.wikidata.org/entity/Q13033641,Q13033641
http://www.wikidata.org/entity/Q13050836,Q13050836
http://www.wikidata.org/entity/Q13052880,Q13052880
http://www.wikidata.org/entity/Q13053161,Q13053161
http://www.wikidata.org/entity/Q13054710,Q13054710
http://www.wikidata.org/entity/Q13054931,Q13054931
http://www.wikidata.org/entity/Q13055573,Q13055573
http://www.wikidata.org/entity/Q13055595,Q13055595
http://www.wikidata.org/entity/Q13055769,Q13055769
http://www.wikidata.org/entity/Q13055844,Q13055844
http://www.wikidata.org/entity/Q13055989,Q13055989
http://www.wikidata.org/entity/Q13056308,Q13056308
http://www.wikidata.org/entity/Q13166553,Q13166553
http://www.wikidata.org/entity/Q12729951,Hermann Klöß
http://www.wikidata.org/entity/Q12803417,Stanko Majcen
http://www.wikidata.org/entity/Q14916967,Q14916967
http://www.wikidata.org/entity/Q14917122,Q14917122
http://www.wikidata.org/entity/Q15051308,Q15051308
http://www.wikidata.org/entity/Q15065192,Q15065192
http://www.wikidata.org/entity/Q15069502,Q15069502
http://www.wikidata.org/entity/Q15088451,Q15088451
http://www.wikidata.org/entity/Q15147485,Q15147485
http://www.wikidata.org/entity/Q15460718,Q15460718
http://www.wikidata.org/entity/Q15039964,Paula Meehan
http://www.wikidata.org/entity/Q15359360,Elmar Kuiper
http://www.wikidata.org/entity/Q12729549,Grigore Sălceanu
http://www.wikidata.org/entity/Q12871591,J̌emal K̕arč̕xaje
http://www.wikidata.org/entity/Q12769040,Kazimír Bezek
http://www.wikidata.org/entity/Q13408492,Elena Čepčeková
http://www.wikidata.org/entity/Q12768607,Ján Poničan
http://www.wikidata.org/entity/Q13439866,Blanka Gyselen
http://www.wikidata.org/entity/Q13563270,Hattie Gossett
http://www.wikidata.org/entity/Q15054131,Václav Mollenda
http://www.wikidata.org/entity/Q12890535,Évelyne Trouillot
http://www.wikidata.org/entity/Q12784842,Anton Medved
http://www.wikidata.org/entity/Q15046755,Howard Baker (poet)
http://www.wikidata.org/entity/Q12773751,Peter Repka
http://www.wikidata.org/entity/Q13407942,George Henry Boker
http://www.wikidata.org/entity/Q15303163,Lee Youn Taek
http://www.wikidata.org/entity/Q12784409,Alojzij Merhar
http://www.wikidata.org/entity/Q13099282,Ferdinand Bastian
http://www.wikidata.org/entity/Q13055004,Varsenik Aghasyan
http://www.wikidata.org/entity/Q12863581,David Cholokashvili
http://www.wikidata.org/entity/Q12786378,Branko Rozman
http://www.wikidata.org/entity/Q12867435,Nata Varada
http://www.wikidata.org/entity/Q13527918,Pierre Mainfray
http://www.wikidata.org/entity/Q13029251,Volha Hapeyeva
http://www.wikidata.org/entity/Q13488074,Cvetko Golar
http://www.wikidata.org/entity/Q13033303,Chaim Maltinski
http://www.wikidata.org/entity/Q13053421,Hakob Norouni
http://www.wikidata.org/entity/Q13132823,Anatol Volny
http://www.wikidata.org/entity/Q12795307,Luiza Pesjak
http://www.wikidata.org/entity/Q12829514,Oydin
http://www.wikidata.org/entity/Q13030896,Zinaida Dudzyuk
http://www.wikidata.org/entity/Q13210000,Marina Fedorovna Karyagina
http://www.wikidata.org/entity/Q12797319,Natalija Brumen
http://www.wikidata.org/entity/Q12792410,Jernej Stante
http://www.wikidata.org/entity/Q12795912,Marko Hudnik
http://www.wikidata.org/entity/Q13142950,Tony Troxler
http://www.wikidata.org/entity/Q13054630,Samvel Kossian
http://www.wikidata.org/entity/Q13134191,Tatiana Sivec
http://www.wikidata.org/entity/Q13052493,Garnik Ghazaryan
http://www.wikidata.org/entity/Q13565035,Catharina Charlotta Swedenmarck
http://www.wikidata.org/entity/Q15457424,Joyce Carol Thomas
http://www.wikidata.org/entity/Q14292532,Roja Chamankar
http://www.wikidata.org/entity/Q15199168,Vladimir Yagovdik
http://www.wikidata.org/entity/Q14916614,Tamaz Badzaghua
http://www.wikidata.org/entity/Q15407349,Annie Zadek
http://www.wikidata.org/entity/Q15065378,Vladimir Glinsky
http://www.wikidata.org/entity/Q15434023,Johan Lennarts
http://www.wikidata.org/entity/Q15407635,Marouba Fall
http://www.wikidata.org/entity/Q15488166,James Brock
http://www.wikidata.org/entity/Q513170,George Colman the Younger
http://www.wikidata.org/entity/Q817484,Benjamin Fondane
http://www.wikidata.org/entity/Q918326,Colley Cibber
http://www.wikidata.org/entity/Q921933,Manuel Altolaguirre
http://www.wikidata.org/entity/Q2413729,Jakob Alešovec
http://www.wikidata.org/entity/Q11339514,Paul Fleischman
http://www.wikidata.org/entity/Q3313017,Miguel Zamacois
http://www.wikidata.org/entity/Q11649203,Akira Suzuki
